MFile 1 2 480
MTrk
0 TimeSig 4/4 24 8
51720 On ch=1 n=76 v=96
51833 On ch=1 n=76 v=0
51840 On ch=1 n=77 v=64
52067 On ch=1 n=77 v=0
52080 On ch=1 n=76 v=64
52193 On ch=1 n=76 v=0
52200 On ch=1 n=77 v=64
52541 On ch=1 n=77 v=0
52560 On ch=1 n=86 v=64
52673 On ch=1 n=86 v=0
52680 On ch=1 n=84 v=64
53021 On ch=1 n=84 v=0
53040 On ch=1 n=77 v=64
53153 On ch=1 n=77 v=0
53160 On ch=1 n=77 v=64
53615 On ch=1 n=77 v=0
53640 On ch=1 n=72 v=64
53753 On ch=1 n=72 v=0
53760 On ch=1 n=72 v=64
53760 On ch=1 n=79 v=64
55127 On ch=1 n=72 v=0
55127 On ch=1 n=79 v=0
55200 On ch=1 n=79 v=64
55351 On ch=1 n=79 v=0
55360 On ch=1 n=77 v=64
55511 On ch=1 n=77 v=0
55520 On ch=1 n=76 v=64
55671 On ch=1 n=76 v=0
55680 On ch=1 n=65 v=64
55722 On ch=1 n=69 v=64
55764 On ch=1 n=72 v=64
55806 On ch=1 n=77 v=64
55919 On ch=1 n=65 v=0
55919 On ch=1 n=69 v=0
55919 On ch=1 n=72 v=0
55919 On ch=1 n=77 v=0
55920 On ch=1 n=67 v=64
56147 On ch=1 n=67 v=0
56160 On ch=1 n=69 v=64
56387 On ch=1 n=69 v=0
56400 On ch=1 n=65 v=64
56400 On ch=1 n=72 v=64
57083 On ch=1 n=65 v=0
57083 On ch=1 n=72 v=0
57120 On ch=1 n=65 v=64
57461 On ch=1 n=65 v=0
57480 On ch=1 n=65 v=64
57593 On ch=1 n=65 v=0
57600 On ch=1 n=67 v=64
57827 On ch=1 n=67 v=0
57840 On ch=1 n=69 v=64
58067 On ch=1 n=69 v=0
58080 On ch=1 n=70 v=64
58307 On ch=1 n=70 v=0
58320 On ch=1 n=65 v=64
58320 On ch=1 n=69 v=64
59003 On ch=1 n=65 v=0
59003 On ch=1 n=69 v=0
59040 On ch=1 n=55 v=64
59040 On ch=1 n=60 v=64
59040 On ch=1 n=67 v=64
59495 On ch=1 n=55 v=0
59495 On ch=1 n=60 v=0
59495 On ch=1 n=67 v=0
59520 On ch=1 n=60 v=64
59520 On ch=1 n=65 v=64
59747 On ch=1 n=60 v=0
59747 On ch=1 n=65 v=0
59760 On ch=1 n=69 v=64
59987 On ch=1 n=69 v=0
60000 On ch=1 n=72 v=64
60227 On ch=1 n=72 v=0
60240 On ch=1 n=65 v=64
60240 On ch=1 n=69 v=64
60240 On ch=1 n=76 v=64
60695 On ch=1 n=65 v=0
60695 On ch=1 n=69 v=0
60695 On ch=1 n=76 v=0
60720 On ch=1 n=77 v=64
61403 On ch=1 n=77 v=0
61440 On ch=1 n=67 v=64
61440 On ch=1 n=72 v=64
61440 On ch=1 n=79 v=64
62123 On ch=1 n=67 v=0
62123 On ch=1 n=72 v=0
62123 On ch=1 n=79 v=0
62400 On ch=1 n=64 v=64
62400 On ch=1 n=67 v=64
62855 On ch=1 n=64 v=0
62855 On ch=1 n=67 v=0
62880 On ch=1 n=77 v=64
63168 On ch=1 n=65 v=64
63264 On ch=1 n=69 v=64
63312 On ch=1 n=72 v=64
63335 On ch=1 n=77 v=0
63360 On ch=1 n=77 v=64
65087 On ch=1 n=65 v=0
65087 On ch=1 n=77 v=0
65104 On ch=1 n=72 v=0
65119 On ch=1 n=69 v=0
65280 On ch=1 n=84 v=64
67103 On ch=1 n=84 v=0
67104 Meta TrkEnd
TrkEnd
MTrk
0 KeySig 2 major
0 Meta 0x21 00
0 On ch=1 n=59 v=49
0 On ch=1 n=66 v=49
0 On ch=1 n=69 v=49
2 Par ch=1 c=64 v=127
683 On ch=1 n=59 v=0
683 On ch=1 n=66 v=0
683 On ch=1 n=69 v=0
720 On ch=1 n=55 v=49
720 On ch=1 n=62 v=49
720 On ch=1 n=67 v=49
1859 On ch=1 n=55 v=0
1859 On ch=1 n=62 v=0
1859 On ch=1 n=67 v=0
1920 On ch=1 n=57 v=49
1920 On ch=1 n=61 v=49
1920 On ch=1 n=64 v=49
1921 Par ch=1 c=64 v=0
1922 Par ch=1 c=64 v=127
2603 On ch=1 n=57 v=0
2603 On ch=1 n=61 v=0
2603 On ch=1 n=64 v=0
2640 On ch=1 n=62 v=49
2640 On ch=1 n=66 v=49
2640 On ch=1 n=69 v=49
3323 On ch=1 n=62 v=0
3323 On ch=1 n=66 v=0
3323 On ch=1 n=69 v=0
3360 On ch=1 n=61 v=49
3360 On ch=1 n=64 v=49
3360 On ch=1 n=69 v=49
3815 On ch=1 n=61 v=0
3815 On ch=1 n=64 v=0
3815 On ch=1 n=69 v=0
3840 On ch=1 n=59 v=49
3840 On ch=1 n=66 v=49
3840 On ch=1 n=69 v=49
3841 Par ch=1 c=64 v=0
3842 Par ch=1 c=64 v=127
4523 On ch=1 n=59 v=0
4523 On ch=1 n=66 v=0
4523 On ch=1 n=69 v=0
4560 On ch=1 n=55 v=49
4560 On ch=1 n=62 v=49
4560 On ch=1 n=67 v=49
5699 On ch=1 n=55 v=0
5699 On ch=1 n=62 v=0
5699 On ch=1 n=67 v=0
5760 On ch=1 n=57 v=49
5760 On ch=1 n=64 v=49
5761 Par ch=1 c=64 v=0
5762 Par ch=1 c=64 v=127
6671 On ch=1 n=57 v=0
6671 On ch=1 n=64 v=0
6672 On ch=1 n=45 v=49
6696 On ch=1 n=52 v=49
6720 On ch=1 n=57 v=49
7071 On ch=1 n=57 v=0
7111 On ch=1 n=52 v=0
7151 On ch=1 n=45 v=0
7200 On ch=1 n=45 v=49
7655 On ch=1 n=45 v=0
7680 On ch=1 n=43 v=64
7681 Par ch=1 c=64 v=0
7793 On ch=1 n=43 v=0
7800 On ch=1 n=50 v=64
7913 On ch=1 n=50 v=0
7920 On ch=1 n=55 v=64
8039 On ch=1 n=55 v=0
8640 On ch=1 n=45 v=64
8753 On ch=1 n=45 v=0
8760 On ch=1 n=52 v=64
8873 On ch=1 n=52 v=0
8880 On ch=1 n=57 v=64
8999 On ch=1 n=57 v=0
9600 On ch=1 n=47 v=64
9713 On ch=1 n=47 v=0
9720 On ch=1 n=54 v=64
9833 On ch=1 n=54 v=0
9840 On ch=1 n=57 v=64
10067 On ch=1 n=57 v=0
10560 On ch=1 n=42 v=64
10673 On ch=1 n=42 v=0
10680 On ch=1 n=50 v=64
10793 On ch=1 n=50 v=0
10800 On ch=1 n=57 v=64
11027 On ch=1 n=57 v=0
11520 On ch=1 n=43 v=64
11633 On ch=1 n=43 v=0
11640 On ch=1 n=50 v=64
11753 On ch=1 n=50 v=0
11760 On ch=1 n=55 v=64
11987 On ch=1 n=55 v=0
12480 On ch=1 n=45 v=64
12593 On ch=1 n=45 v=0
12600 On ch=1 n=52 v=64
12713 On ch=1 n=52 v=0
12720 On ch=1 n=57 v=64
12947 On ch=1 n=57 v=0
13440 On ch=1 n=47 v=64
13442 Par ch=1 c=64 v=127
13553 On ch=1 n=47 v=0
13560 On ch=1 n=54 v=64
13673 On ch=1 n=54 v=0
13680 On ch=1 n=57 v=64
13907 On ch=1 n=57 v=0
14400 On ch=1 n=42 v=64
14513 On ch=1 n=42 v=0
14520 On ch=1 n=50 v=64
14633 On ch=1 n=50 v=0
14640 On ch=1 n=57 v=64
14753 On ch=1 n=57 v=0
14760 On ch=1 n=54 v=64
14873 On ch=1 n=54 v=0
14880 On ch=1 n=62 v=64
14993 On ch=1 n=62 v=0
15000 On ch=1 n=66 v=64
15113 On ch=1 n=66 v=0
15120 On ch=1 n=62 v=64
15233 On ch=1 n=62 v=0
15240 On ch=1 n=54 v=64
15353 On ch=1 n=54 v=0
15360 On ch=1 n=43 v=64
15361 Par ch=1 c=64 v=0
15362 Par ch=1 c=64 v=127
15473 On ch=1 n=43 v=0
15480 On ch=1 n=50 v=64
15593 On ch=1 n=50 v=0
15600 On ch=1 n=55 v=64
15713 On ch=1 n=55 v=0
15720 On ch=1 n=61 v=64
15833 On ch=1 n=61 v=0
15840 On ch=1 n=62 v=64
15953 On ch=1 n=62 v=0
15960 On ch=1 n=55 v=64
16301 On ch=1 n=55 v=0
16320 On ch=1 n=45 v=64
16433 On ch=1 n=45 v=0
16440 On ch=1 n=52 v=64
16553 On ch=1 n=52 v=0
16560 On ch=1 n=57 v=64
16673 On ch=1 n=57 v=0
16680 On ch=1 n=61 v=64
16793 On ch=1 n=61 v=0
16800 On ch=1 n=62 v=64
16913 On ch=1 n=62 v=0
16920 On ch=1 n=57 v=64
17261 On ch=1 n=57 v=0
17280 On ch=1 n=47 v=64
17281 Par ch=1 c=64 v=0
17282 Par ch=1 c=64 v=127
17393 On ch=1 n=47 v=0
17400 On ch=1 n=54 v=64
17513 On ch=1 n=54 v=0
17520 On ch=1 n=59 v=64
17633 On ch=1 n=59 v=0
17640 On ch=1 n=61 v=64
17753 On ch=1 n=61 v=0
17760 On ch=1 n=62 v=64
17873 On ch=1 n=62 v=0
17880 On ch=1 n=59 v=64
17993 On ch=1 n=59 v=0
18000 On ch=1 n=69 v=64
18227 On ch=1 n=69 v=0
18240 On ch=1 n=42 v=64
18353 On ch=1 n=42 v=0
18360 On ch=1 n=50 v=64
18473 On ch=1 n=50 v=0
18480 On ch=1 n=57 v=64
18593 On ch=1 n=57 v=0
18600 On ch=1 n=61 v=64
18713 On ch=1 n=61 v=0
18720 On ch=1 n=62 v=64
18833 On ch=1 n=62 v=0
18840 On ch=1 n=54 v=64
18953 On ch=1 n=54 v=0
18960 On ch=1 n=69 v=64
19073 On ch=1 n=69 v=0
19200 On ch=1 n=40 v=64
19201 Par ch=1 c=64 v=0
19202 Par ch=1 c=64 v=127
19313 On ch=1 n=40 v=0
19320 On ch=1 n=47 v=66
19433 On ch=1 n=47 v=0
19440 On ch=1 n=55 v=68
19667 On ch=1 n=55 v=0
19680 On ch=1 n=42 v=72
19793 On ch=1 n=42 v=0
19800 On ch=1 n=50 v=74
19913 On ch=1 n=50 v=0
19920 On ch=1 n=57 v=76
20147 On ch=1 n=57 v=0
20160 On ch=1 n=43 v=80
20273 On ch=1 n=43 v=0
20280 On ch=1 n=50 v=82
20393 On ch=1 n=50 v=0
20400 On ch=1 n=55 v=84
20627 On ch=1 n=55 v=0
20640 On ch=1 n=45 v=88
20640 On ch=1 n=57 v=88
20867 On ch=1 n=45 v=0
20867 On ch=1 n=57 v=0
20880 On ch=1 n=33 v=92
20880 On ch=1 n=45 v=92
21107 On ch=1 n=33 v=0
21107 On ch=1 n=45 v=0
21120 On ch=1 n=31 v=96
21120 On ch=1 n=43 v=96
21121 Par ch=1 c=64 v=0
21122 Par ch=1 c=64 v=127
21347 On ch=1 n=31 v=0
21347 On ch=1 n=43 v=0
21360 On ch=1 n=43 v=96
21473 On ch=1 n=43 v=0
21480 On ch=1 n=55 v=96
21593 On ch=1 n=55 v=0
21600 On ch=1 n=61 v=96
21713 On ch=1 n=61 v=0
21720 On ch=1 n=62 v=96
21833 On ch=1 n=62 v=0
21840 On ch=1 n=55 v=96
22067 On ch=1 n=55 v=0
22080 On ch=1 n=33 v=96
22193 On ch=1 n=33 v=0
22200 On ch=1 n=45 v=96
22313 On ch=1 n=45 v=0
22320 On ch=1 n=45 v=96
22433 On ch=1 n=45 v=0
22440 On ch=1 n=52 v=96
22553 On ch=1 n=52 v=0
22560 On ch=1 n=57 v=96
22673 On ch=1 n=57 v=0
22680 On ch=1 n=52 v=96
22793 On ch=1 n=52 v=0
22800 On ch=1 n=45 v=96
23027 On ch=1 n=45 v=0
23040 On ch=1 n=35 v=96
23041 Par ch=1 c=64 v=0
23042 Par ch=1 c=64 v=127
23153 On ch=1 n=35 v=0
23160 On ch=1 n=47 v=96
23273 On ch=1 n=47 v=0
23280 On ch=1 n=47 v=96
23393 On ch=1 n=47 v=0
23400 On ch=1 n=54 v=96
23513 On ch=1 n=54 v=0
23520 On ch=1 n=62 v=96
23633 On ch=1 n=62 v=0
23640 On ch=1 n=54 v=96
23753 On ch=1 n=54 v=0
23760 On ch=1 n=47 v=96
23873 On ch=1 n=47 v=0
23880 On ch=1 n=54 v=96
23993 On ch=1 n=54 v=0
24000 On ch=1 n=35 v=96
24113 On ch=1 n=35 v=0
24120 On ch=1 n=47 v=96
24233 On ch=1 n=47 v=0
24240 On ch=1 n=47 v=96
24353 On ch=1 n=47 v=0
24360 On ch=1 n=54 v=96
24473 On ch=1 n=54 v=0
24480 On ch=1 n=45 v=96
24593 On ch=1 n=45 v=0
24600 On ch=1 n=54 v=96
24713 On ch=1 n=54 v=0
24720 On ch=1 n=57 v=96
24947 On ch=1 n=57 v=0
24960 On ch=1 n=31 v=96
24961 Par ch=1 c=64 v=0
24962 Par ch=1 c=64 v=127
25073 On ch=1 n=31 v=0
25080 On ch=1 n=43 v=96
25193 On ch=1 n=43 v=0
25200 On ch=1 n=43 v=96
25313 On ch=1 n=43 v=0
25320 On ch=1 n=50 v=96
25433 On ch=1 n=50 v=0
25440 On ch=1 n=55 v=96
25553 On ch=1 n=55 v=0
25560 On ch=1 n=50 v=96
25673 On ch=1 n=50 v=0
25680 On ch=1 n=43 v=96
25907 On ch=1 n=43 v=0
25920 On ch=1 n=33 v=96
26033 On ch=1 n=33 v=0
26040 On ch=1 n=45 v=96
26153 On ch=1 n=45 v=0
26160 On ch=1 n=45 v=96
26273 On ch=1 n=45 v=0
26280 On ch=1 n=52 v=96
26393 On ch=1 n=52 v=0
26400 On ch=1 n=61 v=96
26513 On ch=1 n=61 v=0
26520 On ch=1 n=52 v=96
26633 On ch=1 n=52 v=0
26640 On ch=1 n=45 v=96
26867 On ch=1 n=45 v=0
26880 On ch=1 n=35 v=80
26881 Par ch=1 c=64 v=0
26882 Par ch=1 c=64 v=127
26993 On ch=1 n=35 v=0
27000 On ch=1 n=47 v=80
27113 On ch=1 n=47 v=0
27120 On ch=1 n=47 v=80
27233 On ch=1 n=47 v=0
27240 On ch=1 n=54 v=80
27353 On ch=1 n=54 v=0
27360 On ch=1 n=59 v=80
27473 On ch=1 n=59 v=0
27480 On ch=1 n=54 v=80
27593 On ch=1 n=54 v=0
27600 On ch=1 n=47 v=80
27713 On ch=1 n=47 v=0
27720 On ch=1 n=54 v=80
27833 On ch=1 n=54 v=0
27840 On ch=1 n=59 v=80
27953 On ch=1 n=59 v=0
27960 On ch=1 n=54 v=82
28073 On ch=1 n=54 v=0
28080 On ch=1 n=47 v=84
28193 On ch=1 n=47 v=0
28200 On ch=1 n=59 v=86
28313 On ch=1 n=59 v=0
28320 On ch=1 n=54 v=88
28433 On ch=1 n=54 v=0
28440 On ch=1 n=47 v=90
28553 On ch=1 n=47 v=0
28560 On ch=1 n=42 v=92
28673 On ch=1 n=42 v=0
28680 On ch=1 n=33 v=94
28680 On ch=1 n=45 v=94
28793 On ch=1 n=33 v=0
28793 On ch=1 n=45 v=0
28800 On ch=1 n=31 v=96
28800 On ch=1 n=43 v=96
28801 Par ch=1 c=64 v=0
28802 Par ch=1 c=64 v=127
29027 On ch=1 n=31 v=0
29027 On ch=1 n=43 v=0
29040 On ch=1 n=43 v=96
29153 On ch=1 n=43 v=0
29160 On ch=1 n=55 v=96
29273 On ch=1 n=55 v=0
29280 On ch=1 n=61 v=96
29393 On ch=1 n=61 v=0
29400 On ch=1 n=62 v=96
29513 On ch=1 n=62 v=0
29520 On ch=1 n=55 v=96
29747 On ch=1 n=55 v=0
29760 On ch=1 n=33 v=96
29873 On ch=1 n=33 v=0
29880 On ch=1 n=45 v=96
29993 On ch=1 n=45 v=0
30000 On ch=1 n=45 v=96
30113 On ch=1 n=45 v=0
30120 On ch=1 n=52 v=96
30233 On ch=1 n=52 v=0
30240 On ch=1 n=57 v=96
30353 On ch=1 n=57 v=0
30360 On ch=1 n=61 v=96
30473 On ch=1 n=61 v=0
30480 On ch=1 n=64 v=96
30707 On ch=1 n=64 v=0
30720 On ch=1 n=34 v=96
30721 Par ch=1 c=64 v=0
30722 Par ch=1 c=64 v=127
30833 On ch=1 n=34 v=0
30840 On ch=1 n=46 v=96
30953 On ch=1 n=46 v=0
30960 On ch=1 n=46 v=96
31073 On ch=1 n=46 v=0
31080 On ch=1 n=54 v=96
31193 On ch=1 n=54 v=0
31200 On ch=1 n=61 v=96
31313 On ch=1 n=61 v=0
31320 On ch=1 n=54 v=96
31433 On ch=1 n=54 v=0
31440 On ch=1 n=62 v=96
31553 On ch=1 n=62 v=0
31560 On ch=1 n=54 v=96
31673 On ch=1 n=54 v=0
31680 On ch=1 n=35 v=96
31793 On ch=1 n=35 v=0
31800 On ch=1 n=47 v=96
31913 On ch=1 n=47 v=0
31920 On ch=1 n=47 v=96
32033 On ch=1 n=47 v=0
32040 On ch=1 n=54 v=96
32153 On ch=1 n=54 v=0
32160 On ch=1 n=62 v=96
32615 On ch=1 n=62 v=0
32640 On ch=1 n=40 v=64
32640 On ch=1 n=47 v=64
32640 On ch=1 n=55 v=64
32641 Par ch=1 c=64 v=0
32642 Par ch=1 c=64 v=127
33551 On ch=1 n=40 v=0
33551 On ch=1 n=47 v=0
33551 On ch=1 n=55 v=0
33600 On ch=1 n=42 v=64
33600 On ch=1 n=50 v=64
33600 On ch=1 n=57 v=64
34055 On ch=1 n=42 v=0
34055 On ch=1 n=50 v=0
34055 On ch=1 n=57 v=0
34080 On ch=1 n=50 v=64
34080 On ch=1 n=54 v=64
34307 On ch=1 n=50 v=0
34307 On ch=1 n=54 v=0
34320 On ch=1 n=42 v=64
34547 On ch=1 n=42 v=0
34560 On ch=1 n=34 v=80
34560 On ch=1 n=46 v=80
34561 Par ch=1 c=64 v=0
34562 Par ch=1 c=64 v=127
34787 On ch=1 n=34 v=0
34787 On ch=1 n=46 v=0
34800 On ch=1 n=46 v=80
34913 On ch=1 n=46 v=0
34920 On ch=1 n=58 v=80
34920 On ch=1 n=60 v=80
35147 On ch=1 n=58 v=0
35147 On ch=1 n=60 v=0
35160 On ch=1 n=53 v=80
35273 On ch=1 n=53 v=0
35280 On ch=1 n=58 v=80
35280 On ch=1 n=62 v=80
35507 On ch=1 n=58 v=0
35507 On ch=1 n=62 v=0
35520 On ch=1 n=36 v=80
35520 On ch=1 n=48 v=80
35747 On ch=1 n=36 v=0
35747 On ch=1 n=48 v=0
35760 On ch=1 n=48 v=80
35873 On ch=1 n=48 v=0
35880 On ch=1 n=55 v=80
35880 On ch=1 n=60 v=80
36107 On ch=1 n=55 v=0
36107 On ch=1 n=60 v=0
36120 On ch=1 n=48 v=80
36233 On ch=1 n=48 v=0
36240 On ch=1 n=36 v=80
36467 On ch=1 n=36 v=0
36480 KeySig 255 major
36480 On ch=1 n=26 v=96
36480 On ch=1 n=38 v=96
36481 Par ch=1 c=64 v=0
36482 Par ch=1 c=64 v=127
36707 On ch=1 n=26 v=0
36707 On ch=1 n=38 v=0
36720 On ch=1 n=50 v=96
36833 On ch=1 n=50 v=0
36840 On ch=1 n=57 v=96
36840 On ch=1 n=62 v=96
37181 On ch=1 n=57 v=0
37181 On ch=1 n=62 v=0
37200 On ch=1 n=21 v=96
37200 On ch=1 n=33 v=96
37427 On ch=1 n=21 v=0
37427 On ch=1 n=33 v=0
37440 On ch=1 n=45 v=96
37553 On ch=1 n=45 v=0
37560 On ch=1 n=53 v=96
37673 On ch=1 n=53 v=0
37680 On ch=1 n=57 v=96
37793 On ch=1 n=57 v=0
37800 On ch=1 n=53 v=96
37913 On ch=1 n=53 v=0
37920 On ch=1 n=60 v=96
38033 On ch=1 n=60 v=0
38040 On ch=1 n=53 v=96
38153 On ch=1 n=53 v=0
38160 On ch=1 n=45 v=96
38387 On ch=1 n=45 v=0
38400 On ch=1 n=34 v=96
38401 Par ch=1 c=64 v=0
38402 Par ch=1 c=64 v=127
38513 On ch=1 n=34 v=0
38520 On ch=1 n=46 v=96
38633 On ch=1 n=46 v=0
38640 On ch=1 n=46 v=96
38753 On ch=1 n=46 v=0
38760 On ch=1 n=53 v=96
38873 On ch=1 n=53 v=0
38880 On ch=1 n=58 v=96
39107 On ch=1 n=58 v=0
39120 On ch=1 n=29 v=96
39120 On ch=1 n=41 v=96
39347 On ch=1 n=29 v=0
39347 On ch=1 n=41 v=0
39480 On ch=1 n=41 v=96
39593 On ch=1 n=41 v=0
39600 On ch=1 n=48 v=96
39713 On ch=1 n=48 v=0
39720 On ch=1 n=53 v=96
39833 On ch=1 n=53 v=0
39840 On ch=1 n=40 v=96
39953 On ch=1 n=40 v=0
39960 On ch=1 n=48 v=96
40073 On ch=1 n=48 v=0
40080 On ch=1 n=55 v=96
40307 On ch=1 n=55 v=0
40320 On ch=1 n=26 v=96
40320 On ch=1 n=38 v=96
40321 Par ch=1 c=64 v=0
40322 Par ch=1 c=64 v=127
40547 On ch=1 n=26 v=0
40547 On ch=1 n=38 v=0
40560 On ch=1 n=50 v=96
40673 On ch=1 n=50 v=0
40680 On ch=1 n=57 v=96
40680 On ch=1 n=62 v=96
41021 On ch=1 n=57 v=0
41021 On ch=1 n=62 v=0
41040 On ch=1 n=21 v=96
41040 On ch=1 n=33 v=96
41267 On ch=1 n=21 v=0
41267 On ch=1 n=33 v=0
41280 On ch=1 n=45 v=96
41393 On ch=1 n=45 v=0
41400 On ch=1 n=53 v=96
41513 On ch=1 n=53 v=0
41520 On ch=1 n=57 v=96
41633 On ch=1 n=57 v=0
41640 On ch=1 n=53 v=96
41753 On ch=1 n=53 v=0
41760 On ch=1 n=60 v=96
41873 On ch=1 n=60 v=0
41880 On ch=1 n=53 v=96
41993 On ch=1 n=53 v=0
42000 On ch=1 n=45 v=96
42227 On ch=1 n=45 v=0
42240 On ch=1 n=34 v=96
42240 On ch=1 n=46 v=96
42241 Par ch=1 c=64 v=0
42242 Par ch=1 c=64 v=127
42353 On ch=1 n=34 v=0
42353 On ch=1 n=46 v=0
42360 On ch=1 n=46 v=96
42473 On ch=1 n=46 v=0
42480 On ch=1 n=53 v=96
42480 On ch=1 n=58 v=96
42593 On ch=1 n=53 v=0
42593 On ch=1 n=58 v=0
42600 On ch=1 n=36 v=96
42600 On ch=1 n=48 v=96
42827 On ch=1 n=36 v=0
42827 On ch=1 n=48 v=0
42840 On ch=1 n=48 v=96
42953 On ch=1 n=48 v=0
42960 On ch=1 n=55 v=96
43187 On ch=1 n=55 v=0
43200 On ch=1 n=29 v=96
43200 On ch=1 n=41 v=96
43427 On ch=1 n=29 v=0
43427 On ch=1 n=41 v=0
43440 On ch=1 n=41 v=96
43440 On ch=1 n=53 v=96
43553 On ch=1 n=41 v=0
43553 On ch=1 n=53 v=0
43560 On ch=1 n=40 v=96
43560 On ch=1 n=52 v=96
43787 On ch=1 n=40 v=0
43787 On ch=1 n=52 v=0
43800 On ch=1 n=48 v=96
43913 On ch=1 n=48 v=0
43920 On ch=1 n=55 v=96
44147 On ch=1 n=55 v=0
44160 On ch=1 n=38 v=96
44161 Par ch=1 c=64 v=0
44162 Par ch=1 c=64 v=127
44235 On ch=1 n=38 v=0
44240 On ch=1 n=45 v=96
44315 On ch=1 n=45 v=0
44320 On ch=1 n=50 v=96
44395 On ch=1 n=50 v=0
44400 On ch=1 n=53 v=96
44456 On ch=1 n=53 v=0
44460 On ch=1 n=57 v=96
44516 On ch=1 n=57 v=0
44520 On ch=1 n=50 v=96
44576 On ch=1 n=50 v=0
44580 On ch=1 n=62 v=96
44636 On ch=1 n=62 v=0
44640 On ch=1 n=57 v=96
44696 On ch=1 n=57 v=0
44700 On ch=1 n=53 v=96
44756 On ch=1 n=53 v=0
44760 On ch=1 n=50 v=96
44816 On ch=1 n=50 v=0
44820 On ch=1 n=45 v=96
44876 On ch=1 n=45 v=0
44880 On ch=1 n=38 v=96
45107 On ch=1 n=38 v=0
45120 On ch=1 n=34 v=96
45121 Par ch=1 c=64 v=0
45122 Par ch=1 c=64 v=127
45195 On ch=1 n=34 v=0
45200 On ch=1 n=41 v=96
45275 On ch=1 n=41 v=0
45280 On ch=1 n=46 v=96
45355 On ch=1 n=46 v=0
45360 On ch=1 n=46 v=96
45473 On ch=1 n=46 v=0
45480 On ch=1 n=58 v=96
45593 On ch=1 n=58 v=0
45600 On ch=1 n=53 v=96
45667 On ch=1 n=53 v=0
45672 On ch=1 n=50 v=96
45739 On ch=1 n=50 v=0
45744 On ch=1 n=46 v=96
45811 On ch=1 n=46 v=0
45816 On ch=1 n=34 v=96
45883 On ch=1 n=34 v=0
45888 On ch=1 n=46 v=96
45955 On ch=1 n=46 v=0
45960 On ch=1 n=41 v=96
46073 On ch=1 n=41 v=0
46080 On ch=1 n=36 v=96
46081 Par ch=1 c=64 v=0
46082 Par ch=1 c=64 v=127
46155 On ch=1 n=36 v=0
46160 On ch=1 n=43 v=96
46235 On ch=1 n=43 v=0
46240 On ch=1 n=48 v=96
46315 On ch=1 n=48 v=0
46320 On ch=1 n=52 v=96
46395 On ch=1 n=52 v=0
46400 On ch=1 n=55 v=96
46475 On ch=1 n=55 v=0
46480 On ch=1 n=48 v=96
46555 On ch=1 n=48 v=0
46560 On ch=1 n=60 v=96
46635 On ch=1 n=60 v=0
46640 On ch=1 n=55 v=96
46715 On ch=1 n=55 v=0
46720 On ch=1 n=52 v=96
46795 On ch=1 n=52 v=0
46800 On ch=1 n=48 v=96
46875 On ch=1 n=48 v=0
46880 On ch=1 n=43 v=96
46955 On ch=1 n=43 v=0
46960 On ch=1 n=36 v=96
47035 On ch=1 n=36 v=0
47040 On ch=1 n=25 v=96
47040 On ch=1 n=37 v=96
47041 Par ch=1 c=64 v=0
47042 Par ch=1 c=64 v=127
47267 On ch=1 n=25 v=0
47267 On ch=1 n=37 v=0
47280 On ch=1 n=45 v=96
47336 On ch=1 n=45 v=0
47340 On ch=1 n=52 v=96
47396 On ch=1 n=52 v=0
47400 On ch=1 n=45 v=96
47456 On ch=1 n=45 v=0
47460 On ch=1 n=52 v=96
47516 On ch=1 n=52 v=0
47520 On ch=1 n=57 v=96
47584 On ch=1 n=57 v=0
47589 On ch=1 n=61 v=96
47653 On ch=1 n=61 v=0
47658 On ch=1 n=64 v=96
47722 On ch=1 n=64 v=0
47727 On ch=1 n=61 v=96
47791 On ch=1 n=61 v=0
47796 On ch=1 n=57 v=96
47860 On ch=1 n=57 v=0
47865 On ch=1 n=52 v=96
47929 On ch=1 n=52 v=0
47934 On ch=1 n=45 v=96
47998 On ch=1 n=45 v=0
48000 On ch=1 n=38 v=96
48001 Par ch=1 c=64 v=0
48002 Par ch=1 c=64 v=127
48113 On ch=1 n=38 v=0
48120 On ch=1 n=45 v=96
48233 On ch=1 n=45 v=0
48240 On ch=1 n=50 v=96
48296 On ch=1 n=50 v=0
48300 On ch=1 n=53 v=96
48356 On ch=1 n=53 v=0
48360 On ch=1 n=57 v=96
48416 On ch=1 n=57 v=0
48420 On ch=1 n=50 v=96
48476 On ch=1 n=50 v=0
48480 On ch=1 n=62 v=96
48555 On ch=1 n=62 v=0
48560 On ch=1 n=57 v=96
48635 On ch=1 n=57 v=0
48640 On ch=1 n=53 v=96
48715 On ch=1 n=53 v=0
48720 On ch=1 n=50 v=96
48795 On ch=1 n=50 v=0
48800 On ch=1 n=45 v=96
48875 On ch=1 n=45 v=0
48880 On ch=1 n=38 v=96
48955 On ch=1 n=38 v=0
48960 On ch=1 n=34 v=96
48961 Par ch=1 c=64 v=0
48962 Par ch=1 c=64 v=127
49035 On ch=1 n=34 v=0
49040 On ch=1 n=41 v=96
49115 On ch=1 n=41 v=0
49120 On ch=1 n=50 v=96
49195 On ch=1 n=50 v=0
49200 On ch=1 n=46 v=96
49275 On ch=1 n=46 v=0
49280 On ch=1 n=53 v=96
49355 On ch=1 n=53 v=0
49360 On ch=1 n=50 v=96
49435 On ch=1 n=50 v=0
49440 On ch=1 n=58 v=96
49515 On ch=1 n=58 v=0
